id,timepoint,ear,frequency,min_level,max_level,manual threshold
269,2,right,22627,15,105,80.0
269,0,right,32000,15,105,90.0
269,2,right,32000,15,105,85.0
269,2,right,45254,15,105,100.0
270,1,left,4000,15,80,45.0
270,0,left,4000,15,80,45.0
270,1,left,5656,15,80,35.0
270,0,left,5656,15,80,40.0
270,1,left,8000,15,80,25.0
270,0,left,8000,15,80,30.0
270,1,left,11313,15,80,35.0
270,0,left,11313,15,80,20.0
270,1,left,16000,15,80,30.0
270,0,left,16000,15,80,15.0
270,1,left,22627,15,80,40.0
270,0,left,22627,15,80,25.0
270,1,left,32000,15,80,40.0
270,0,left,32000,15,80,25.0
270,1,left,45254,15,80,inf
270,0,left,45254,15,80,20.0
271,0,left,4000,15,105,95.0
271,2,left,4000,15,105,87.5
271,1,left,4000,15,105,90.0
271,3,left,4000,15,105,80.0
271,4,left,4000,15,105,80.0
271,0,left,5656,15,105,75.0
271,2,left,5656,15,105,62.5
271,1,left,5656,15,105,70.0
271,3,left,5656,15,105,75.0
271,4,left,5656,15,105,60.0
271,0,left,8000,15,105,60.0
271,2,left,8000,15,105,47.5
271,1,left,8000,15,105,55.0
271,3,left,8000,15,105,45.0
271,4,left,8000,15,105,45.0
271,0,left,11313,15,105,30.0
271,2,left,11313,15,105,25.0
271,1,left,11313,15,105,40.0
271,3,left,11313,15,105,35.0
271,4,left,11313,15,105,35.0
271,0,left,16000,15,105,30.0
271,2,left,16000,15,105,32.5
271,1,left,16000,15,105,40.0
271,3,left,16000,15,105,40.0
271,4,left,16000,15,105,55.0
271,0,left,22627,15,105,25.0
271,2,left,22627,15,105,45.0
271,1,left,22627,15,105,25.0
271,3,left,22627,15,105,30.0
271,4,left,22627,15,105,65.0
271,0,left,32000,15,105,20.0
271,2,left,32000,15,105,32.5
271,1,left,32000,15,105,50.0
271,3,left,32000,15,105,40.0
271,4,left,32000,15,105,55.0
271,0,right,4000,65,105,inf
271,0,right,5656,65,105,inf
271,0,right,8000,65,105,100.0
271,0,right,11313,65,105,70.0
271,0,right,16000,65,105,85.0
271,0,right,22627,65,105,70.0
271,0,right,32000,65,105,95.0
272,0,left,4000,15,105,70.0
272,0,left,5656,15,105,60.0
272,0,left,8000,15,105,30.0
272,0,left,11313,15,105,25.0
272,0,left,16000,15,105,35.0
272,0,left,22627,15,105,45.0
272,0,left,32000,15,105,50.0
272,0,left,45254,15,105,75.0
272,0,right,4000,15,105,70.0
272,0,right,5656,15,105,65.0
272,0,right,8000,15,105,45.0
272,0,right,11313,15,105,45.0
272,0,right,16000,15,105,50.0
272,0,right,22627,15,105,55.0
272,0,right,32000,15,105,55.0
272,0,right,45254,15,105,70.0
273,0,left,4000,65,105,inf
273,1,left,4000,65,105,inf
273,2,left,4000,65,105,inf
273,0,left,5656,65,105,inf
273,1,left,5656,65,105,inf
273,2,left,5656,65,105,inf
273,0,left,8000,65,105,105.0
273,1,left,8000,65,105,inf
273,2,left,8000,65,105,inf
273,0,left,11313,65,105,95.0
273,1,left,11313,65,105,inf
273,2,left,11313,65,105,inf
273,0,left,16000,65,105,105.0
273,1,left,16000,65,105,105.0
273,2,left,16000,65,105,inf
273,0,left,22627,65,105,105.0
273,1,left,22627,65,105,inf
273,2,left,22627,65,105,inf
273,0,left,32000,65,105,100.0
273,1,left,32000,65,105,105.0
273,2,left,32000,65,105,inf
273,0,right,4000,65,105,inf
273,1,right,4000,65,105,105.0
273,2,right,4000,65,105,inf
273,0,right,5656,65,105,inf
273,1,right,5656,65,105,inf
273,2,right,5656,65,105,inf
273,0,right,8000,65,105,95.0
273,1,right,8000,65,105,105.0
273,2,right,8000,65,105,inf
273,0,right,11313,65,105,100.0
273,1,right,11313,65,105,100.0
273,2,right,11313,65,105,inf
273,0,right,16000,65,105,100.0
273,1,right,16000,65,105,100.0
273,2,right,16000,65,105,105.0
273,0,right,22627,65,105,105.0
273,1,right,22627,65,105,100.0
273,2,right,22627,65,105,95.0
273,0,right,32000,65,105,105.0
273,1,right,32000,65,105,inf
273,2,right,32000,65,105,100.0
274,0,left,4000,15,105,inf
274,1,left,4000,65,105,inf
274,0,left,5656,15,105,inf
274,1,left,5656,65,105,105.0
274,0,left,8000,15,105,100.0
274,1,left,8000,65,105,100.0
274,0,left,11313,15,105,90.0
274,1,left,11313,65,105,90.0
274,0,left,16000,15,105,85.0
274,1,left,16000,65,105,85.0
274,0,left,22627,15,105,90.0
274,1,left,22627,65,105,90.0
274,0,left,32000,15,105,85.0
274,1,left,32000,65,105,90.0
275,0,left,4000,15,85,50.0
275,0,left,5656,15,85,30.0
275,0,left,8000,15,85,35.0
275,0,left,11313,15,85,35.0
275,0,left,16000,15,85,40.0
275,0,left,22627,15,85,inf
275,0,left,32000,15,85,inf
275,0,right,4000,15,105,60.0
275,0,right,5656,15,105,60.0
275,0,right,8000,15,105,70.0
275,0,right,11313,15,105,65.0
275,0,right,16000,15,105,75.0
275,0,right,22627,15,105,90.0
275,0,right,32000,15,105,90.0
276,0,left,4000,15,105,100.0
276,1,left,4000,15,105,90.0
276,0,left,5656,15,105,100.0
276,1,left,5656,15,105,90.0
276,0,left,8000,15,105,85.0
276,1,left,8000,15,105,85.0
276,0,left,11313,15,105,65.0
276,1,left,11313,15,105,55.0
276,0,left,16000,15,105,60.0
276,1,left,16000,15,105,55.0
276,0,left,22627,15,105,75.0
276,1,left,22627,15,105,75.0
276,0,left,32000,15,105,95.0
276,1,left,32000,15,105,80.0
276,0,left,45254,15,105,105.0
276,1,left,45254,15,105,90.0
276,0,right,4000,65,105,inf
276,0,right,5656,65,105,105.0
276,0,right,8000,65,105,100.0
276,0,right,11313,65,105,90.0
276,0,right,16000,65,105,85.0
276,0,right,22627,65,105,95.0
276,0,right,32000,65,105,90.0
276,0,right,45254,65,105,inf
277,0,left,4000,15,105,inf
277,0,left,5656,15,105,100.0
277,0,left,8000,15,105,85.0
277,0,left,11313,15,105,80.0
277,0,left,16000,15,105,80.0
277,0,left,22627,15,105,80.0
277,0,left,32000,15,105,100.0
277,0,left,45254,15,105,95.0
277,0,right,4000,65,105,inf
277,0,right,5656,65,105,inf
277,0,right,8000,65,105,105.0
277,0,right,11313,65,105,95.0
277,0,right,16000,65,105,95.0
277,0,right,22627,65,105,85.0
277,0,right,32000,65,105,95.0
277,0,right,45254,65,105,95.0
278,0,left,8000,15,80,35.0
278,1,left,8000,15,80,35.0
278,0,left,16000,15,80,35.0
278,1,left,16000,15,80,30.0
278,0,left,32000,15,80,50.0
278,1,left,32000,15,80,30.0
278,0,right,8000,15,80,40.0
278,1,right,8000,15,80,35.0
278,0,right,16000,15,80,40.0
278,1,right,16000,15,80,25.0
278,0,right,32000,15,80,40.0
278,1,right,32000,15,80,30.0
279,4,left,4000,15,80,55.0
279,0,left,4000,15,80,50.0
279,1,left,4000,15,80,50.0
279,2,left,4000,15,105,50.0
279,3,left,4000,15,80,40.0
279,4,left,5656,15,80,30.0
279,0,left,5656,15,80,40.0
279,1,left,5656,15,80,50.0
279,2,left,5656,15,105,35.0
279,3,left,5656,15,80,40.0
279,4,left,8000,15,80,40.0
279,0,left,8000,15,80,35.0
279,1,left,8000,15,80,40.0
279,2,left,8000,15,105,35.0
279,3,left,8000,15,80,25.0
279,4,left,11313,15,80,15.0
279,0,left,11313,15,80,40.0
279,1,left,11313,15,80,35.0
279,2,left,11313,15,105,25.0
279,3,left,11313,15,80,20.0
279,4,left,16000,15,80,25.0
279,0,left,16000,15,80,40.0
279,1,left,16000,15,80,40.0
279,2,left,16000,15,105,30.0
279,3,left,16000,15,80,25.0
279,4,left,22627,15,80,30.0
279,0,left,22627,15,80,35.0
279,1,left,22627,15,80,40.0
279,2,left,22627,15,105,30.0
279,3,left,22627,15,80,25.0
279,4,left,32000,15,80,35.0
279,0,left,32000,15,80,50.0
279,1,left,32000,15,80,45.0
279,2,left,32000,15,105,35.0
279,3,left,32000,15,80,25.0
279,0,left,45254,15,80,40.0
279,1,left,45254,15,80,55.0
279,2,left,45254,15,105,35.0
279,3,left,45254,15,80,30.0
279,4,right,4000,15,80,60.0
279,0,right,4000,15,80,55.0
279,1,right,4000,15,80,55.0
279,2,right,4000,15,105,45.0
279,3,right,4000,15,80,45.0
279,4,right,5656,15,80,45.0
279,0,right,5656,15,80,55.0
279,1,right,5656,15,80,50.0
279,2,right,5656,15,105,40.0
279,3,right,5656,15,80,40.0
279,4,right,8000,15,80,45.0
279,0,right,8000,15,80,40.0
279,1,right,8000,15,80,40.0
279,2,right,8000,15,105,30.0
279,3,right,8000,15,80,25.0
279,4,right,11313,15,80,30.0
279,0,right,11313,15,80,45.0
279,1,right,11313,15,80,45.0
279,2,right,11313,15,105,30.0
279,3,right,11313,15,80,25.0
279,4,right,16000,15,80,35.0
279,0,right,16000,15,80,45.0
279,1,right,16000,15,80,40.0
279,2,right,16000,15,105,30.0
279,3,right,16000,15,80,30.0
279,4,right,22627,15,80,30.0
279,0,right,22627,15,80,45.0
279,1,right,22627,15,80,35.0
279,2,right,22627,15,105,35.0
279,3,right,22627,15,80,35.0
279,4,right,32000,15,80,45.0
279,0,right,32000,15,80,50.0
279,1,right,32000,15,80,45.0
279,2,right,32000,15,105,45.0
279,3,right,32000,15,80,45.0
279,0,right,45254,15,80,60.0
279,1,right,45254,15,80,60.0
279,2,right,45254,15,105,40.0
279,3,right,45254,15,80,40.0
280,1,left,4000,15,85,55.0
280,0,left,4000,15,105,55.0
280,1,left,5656,15,85,35.0
280,0,left,5656,15,105,40.0
280,1,left,8000,15,85,30.0
280,0,left,8000,15,105,35.0
280,1,left,11313,15,85,25.0
280,0,left,11313,15,105,20.0
280,1,left,16000,15,85,25.0
280,0,left,16000,15,105,30.0
280,1,left,22627,15,85,-inf
280,0,left,22627,15,105,25.0
280,1,left,32000,15,85,25.0
280,0,left,32000,15,105,25.0
280,1,right,4000,15,85,50.0
280,0,right,4000,15,105,60.0
280,1,right,5656,15,85,40.0
280,0,right,5656,15,105,40.0
280,1,right,8000,15,85,35.0
280,0,right,8000,15,105,35.0
280,1,right,11313,15,85,25.0
280,0,right,11313,15,105,25.0
280,1,right,16000,15,85,35.0
280,0,right,16000,15,105,30.0
280,1,right,22627,15,85,25.0
280,0,right,22627,15,105,30.0
280,1,right,32000,15,85,30.0
280,0,right,32000,15,105,35.0
281,0,left,4000,15,80,40.0
281,0,left,5656,15,80,40.0
281,0,left,8000,15,80,30.0
281,0,left,11313,15,80,20.0
281,0,left,16000,15,80,20.0
281,0,left,22627,15,80,30.0
281,0,left,32000,15,80,25.0
281,0,left,45254,15,80,55.0
282,0,left,4000,15,105,75.0
282,1,left,4000,15,105,50.0
282,2,left,4000,15,105,60.0
282,3,left,4000,15,105,65.0
282,4,left,4000,15,105,55.0
282,0,left,5656,15,105,75.0
282,1,left,5656,15,105,45.0
282,2,left,5656,15,105,50.0
282,3,left,5656,15,105,55.0
282,4,left,5656,15,105,55.0
282,0,left,8000,15,105,85.0
282,1,left,8000,15,105,45.0
282,2,left,8000,15,105,55.0
282,3,left,8000,15,105,50.0
282,4,left,8000,15,105,60.0
282,0,left,11313,15,105,90.0
282,1,left,11313,15,105,65.0
282,2,left,11313,15,105,80.0
282,3,left,11313,15,105,70.0
282,4,left,11313,15,105,75.0
282,0,left,16000,15,105,105.0
282,1,left,16000,15,105,75.0
282,2,left,16000,15,105,75.0
282,3,left,16000,15,105,75.0
282,4,left,16000,15,105,80.0
282,0,left,22627,15,105,105.0
282,1,left,22627,15,105,75.0
282,2,left,22627,15,105,90.0
282,3,left,22627,15,105,85.0
282,4,left,22627,15,105,85.0
282,0,left,32000,15,105,inf
282,1,left,32000,15,105,90.0
282,2,left,32000,15,105,100.0
282,3,left,32000,15,105,95.0
282,4,left,32000,15,105,90.0
282,0,left,45254,15,105,100.0
282,1,left,45254,15,105,85.0
282,2,left,45254,15,105,100.0
282,3,left,45254,15,105,85.0
282,4,left,45254,15,105,85.0
282,0,right,4000,15,105,65.0
282,1,right,4000,15,105,65.0
282,2,right,4000,15,105,60.0
282,3,right,4000,15,105,90.0
282,4,right,4000,15,105,65.0
282,0,right,5656,15,105,60.0
282,1,right,5656,15,105,55.0
282,2,right,5656,15,105,65.0
282,3,right,5656,15,105,80.0
282,4,right,5656,15,105,55.0
282,0,right,8000,15,105,60.0
282,1,right,8000,15,105,50.0
282,2,right,8000,15,105,60.0
282,3,right,8000,15,105,55.0
282,4,right,8000,15,105,55.0
282,0,right,11313,15,105,85.0
282,1,right,11313,15,105,60.0
282,2,right,11313,15,105,75.0
282,3,right,11313,15,105,80.0
282,4,right,11313,15,105,70.0
282,0,right,16000,15,105,90.0
282,1,right,16000,15,105,90.0
282,2,right,16000,15,105,85.0
282,3,right,16000,15,105,90.0
282,4,right,16000,15,105,85.0
282,0,right,22627,15,105,85.0
282,1,right,22627,15,105,85.0
282,2,right,22627,15,105,85.0
282,3,right,22627,15,105,80.0
282,4,right,22627,15,105,85.0
282,0,right,32000,15,105,85.0
282,1,right,32000,15,105,75.0
282,2,right,32000,15,105,80.0
282,3,right,32000,15,105,85.0
282,4,right,32000,15,105,75.0
282,1,right,45254,15,105,80.0
282,2,right,45254,15,105,80.0
282,3,right,45254,15,105,80.0
282,4,right,45254,15,105,75.0
283,0,left,4000,15,105,75.0
283,0,left,5656,15,105,80.0
283,0,left,8000,15,105,45.0
283,0,left,11313,15,105,40.0
283,0,left,16000,15,105,45.0
283,0,left,22627,15,105,45.0
283,0,left,32000,15,105,65.0
283,0,left,45254,15,105,70.0
283,0,right,4000,15,105,80.0
283,0,right,5656,15,105,80.0
283,0,right,8000,15,105,70.0
283,0,right,11313,15,105,50.0
283,0,right,16000,15,105,45.0
283,0,right,22627,15,105,55.0
283,0,right,32000,15,105,55.0
283,0,right,45254,15,105,80.0
284,0,left,4000,15,105,35.0
284,0,left,5656,15,105,35.0
284,0,left,8000,15,105,30.0
284,0,left,11313,15,105,25.0
284,0,left,16000,15,105,30.0
284,0,left,22627,15,105,35.0
284,0,left,32000,15,105,40.0
284,0,left,45254,15,105,60.0
284,0,right,4000,15,105,45.0
284,0,right,5656,15,105,35.0
284,0,right,8000,15,105,30.0
284,0,right,11313,15,105,25.0
284,0,right,16000,15,105,30.0
284,0,right,22627,15,105,35.0
284,0,right,32000,15,105,40.0
284,0,right,45254,15,105,60.0
285,0,left,4000,60,105,inf
285,1,left,4000,65,105,inf
285,0,left,5656,60,105,inf
285,1,left,5656,65,105,inf
285,0,left,8000,60,105,100.0
285,1,left,8000,65,105,95.0
285,0,left,11313,60,105,95.0
285,1,left,11313,65,105,95.0
285,0,left,16000,60,105,105.0
285,1,left,16000,65,105,inf
285,0,left,22627,60,105,100.0
285,1,left,22627,65,105,100.0
285,0,left,32000,60,105,95.0
285,1,left,32000,65,105,inf
285,0,left,45254,60,105,inf
285,1,left,45254,65,105,inf
286,0,left,8000,15,80,30.0
286,1,left,8000,15,80,45.0
286,0,left,16000,15,80,45.0
286,1,left,16000,15,80,45.0
286,0,left,32000,15,80,35.0
286,1,left,32000,15,80,40.0
287,0,left,4000,65,105,100.0
287,0,left,5656,65,105,105.0
287,0,left,8000,65,105,95.0
287,0,left,11313,65,105,90.0
287,0,left,16000,65,105,90.0
287,0,left,22627,65,105,90.0
287,0,left,32000,65,105,95.0
287,0,right,4000,65,105,inf
287,0,right,5656,65,105,inf
287,0,right,8000,65,105,105.0
287,0,right,11313,65,105,90.0
287,0,right,16000,65,105,95.0
287,0,right,22627,65,105,85.0
287,0,right,32000,65,105,95.0
288,0,left,8000,50,100,70.0
288,0,left,16000,50,100,75.0
288,0,left,32000,50,100,95.0
289,0,left,4000,15,105,inf
289,1,left,4000,15,105,105.0
289,0,left,5656,15,105,95.0
289,1,left,5656,15,105,100.0
289,0,left,8000,15,105,90.0
289,1,left,8000,15,105,90.0
289,0,left,11313,15,105,80.0
289,1,left,11313,15,105,85.0
289,0,left,16000,15,105,90.0
289,1,left,16000,15,105,85.0
289,0,left,22627,15,105,90.0
289,1,left,22627,15,105,85.0
289,0,left,32000,15,105,85.0
289,1,left,32000,15,105,85.0
290,0,left,4000,15,105,50.0
290,0,left,5656,15,105,40.0
290,0,left,8000,15,105,30.0
290,0,left,11313,15,105,25.0
290,0,left,16000,15,105,50.0
290,0,left,22627,15,105,90.0
290,0,left,32000,15,105,85.0
290,0,right,4000,15,105,60.0
290,0,right,5656,15,105,45.0
290,0,right,8000,15,105,40.0
290,0,right,11313,15,105,55.0
290,0,right,16000,15,105,70.0
290,0,right,22627,15,105,90.0
290,0,right,32000,15,105,105.0
291,0,left,4000,15,105,75.0
291,1,left,4000,15,105,70.0
291,2,left,4000,15,105,70.0
291,3,left,4000,15,105,90.0
291,4,left,4000,15,105,85.0
291,0,left,5656,15,105,75.0
291,1,left,5656,15,105,80.0
291,2,left,5656,15,105,70.0
291,3,left,5656,15,105,90.0
291,4,left,5656,15,105,85.0
291,0,left,8000,15,105,60.0
291,1,left,8000,15,105,70.0
291,2,left,8000,15,105,70.0
291,3,left,8000,15,105,65.0
291,4,left,8000,15,105,65.0
291,0,left,11313,15,105,35.0
291,1,left,11313,15,105,35.0
291,2,left,11313,15,105,35.0
291,3,left,11313,15,105,50.0
291,4,left,11313,15,105,40.0
291,0,left,16000,15,105,35.0
291,1,left,16000,15,105,30.0
291,2,left,16000,15,105,30.0
291,3,left,16000,15,105,35.0
291,4,left,16000,15,105,20.0
291,0,left,22627,15,105,30.0
291,1,left,22627,15,105,40.0
291,2,left,22627,15,105,30.0
291,3,left,22627,15,105,30.0
291,4,left,22627,15,105,35.0
291,0,left,32000,15,105,40.0
291,1,left,32000,15,105,45.0
291,2,left,32000,15,105,50.0
291,3,left,32000,15,105,50.0
291,4,left,32000,15,105,55.0
291,0,right,4000,65,105,inf
291,0,right,5656,65,105,inf
291,0,right,8000,65,105,95.0
291,0,right,11313,65,105,85.0
291,0,right,16000,65,105,85.0
291,0,right,22627,65,105,-inf
291,0,right,32000,65,105,90.0
292,0,left,4000,15,85,50.0
292,1,left,4000,15,85,50.0
292,2,left,4000,15,85,40.0
292,3,left,4000,15,85,45.0
292,4,left,4000,15,85,65.0
292,5,left,4000,15,85,55.0
292,0,left,5656,15,85,40.0
292,1,left,5656,15,85,35.0
292,2,left,5656,15,85,20.0
292,3,left,5656,15,85,30.0
292,4,left,5656,15,85,40.0
292,5,left,5656,15,85,35.0
292,0,left,8000,15,85,40.0
292,1,left,8000,15,85,40.0
292,2,left,8000,15,85,25.0
292,3,left,8000,15,85,40.0
292,4,left,8000,15,85,35.0
292,5,left,8000,15,85,35.0
292,0,left,11313,15,85,25.0
292,1,left,11313,15,85,30.0
292,2,left,11313,15,85,20.0
292,3,left,11313,15,85,30.0
292,4,left,11313,15,85,20.0
292,5,left,11313,15,85,25.0
292,0,left,16000,15,85,25.0
292,1,left,16000,15,85,35.0
292,2,left,16000,15,85,20.0
292,3,left,16000,15,85,35.0
292,4,left,16000,15,85,30.0
292,5,left,16000,15,85,25.0
292,0,left,22627,15,85,20.0
292,1,left,22627,15,85,30.0
292,2,left,22627,15,85,25.0
292,3,left,22627,15,85,30.0
292,4,left,22627,15,85,25.0
292,5,left,22627,15,85,25.0
292,0,left,32000,15,85,20.0
292,1,left,32000,15,85,35.0
292,2,left,32000,15,85,30.0
292,3,left,32000,15,85,30.0
292,4,left,32000,15,85,45.0
292,5,left,32000,15,85,40.0
292,0,right,4000,15,85,60.0
292,1,right,4000,15,85,55.0
292,2,right,4000,15,85,40.0
292,3,right,4000,15,85,50.0
292,4,right,4000,15,105,60.0
292,5,right,4000,15,105,50.0
292,0,right,5656,15,85,40.0
292,1,right,5656,15,85,40.0
292,2,right,5656,15,85,30.0
292,3,right,5656,15,85,35.0
292,4,right,5656,15,105,40.0
292,5,right,5656,15,105,30.0
292,0,right,8000,15,85,50.0
292,1,right,8000,15,85,45.0
292,2,right,8000,15,85,25.0
292,3,right,8000,15,85,30.0
292,4,right,8000,15,105,40.0
292,5,right,8000,15,105,30.0
292,0,right,11313,15,85,35.0
292,1,right,11313,15,85,35.0
292,2,right,11313,15,85,20.0
292,3,right,11313,15,85,25.0
292,4,right,11313,15,105,35.0
292,5,right,11313,15,105,40.0
292,0,right,16000,15,85,30.0
292,1,right,16000,15,85,30.0
292,2,right,16000,15,85,25.0
292,3,right,16000,15,85,30.0
292,4,right,16000,15,105,40.0
292,5,right,16000,15,105,30.0
292,0,right,22627,15,85,30.0
292,1,right,22627,15,85,20.0
292,2,right,22627,15,85,25.0
292,3,right,22627,15,85,25.0
292,4,right,22627,15,105,35.0
292,5,right,22627,15,105,40.0
292,0,right,32000,15,85,35.0
292,1,right,32000,15,85,25.0
292,2,right,32000,15,85,40.0
292,3,right,32000,15,85,40.0
292,4,right,32000,15,105,90.0
292,5,right,32000,15,105,95.0
293,0,left,8000,15,80,30.0
293,0,left,16000,15,80,15.0
293,0,left,32000,15,80,35.0
294,0,left,4000,65,105,inf
294,1,left,4000,65,105,inf
294,0,left,5656,65,105,inf
294,1,left,5656,65,105,inf
294,0,left,8000,65,105,inf
294,1,left,8000,65,105,105.0
294,0,left,11313,65,105,inf
294,1,left,11313,65,105,inf
294,0,left,16000,65,105,95.0
294,1,left,16000,65,105,inf
294,0,left,22627,65,105,95.0
294,1,left,22627,65,105,inf
294,0,left,32000,65,105,90.0
294,1,left,32000,65,105,105.0
295,0,left,4000,65,105,inf
295,1,left,4000,65,105,inf
295,2,left,4000,65,105,inf
295,3,left,4000,65,105,105.0
295,4,left,4000,65,105,inf
295,0,left,5656,65,105,inf
295,1,left,5656,65,105,inf
295,2,left,5656,65,105,inf
295,3,left,5656,65,105,inf
295,4,left,5656,65,105,inf
295,0,left,8000,65,105,105.0
295,1,left,8000,65,105,inf
295,2,left,8000,65,105,inf
295,3,left,8000,65,105,inf
295,4,left,8000,65,105,inf
295,0,left,11313,65,105,95.0
295,1,left,11313,65,105,105.0
295,2,left,11313,65,105,100.0
295,3,left,11313,65,105,105.0
295,4,left,11313,65,105,105.0
295,0,left,16000,65,105,90.0
295,1,left,16000,65,105,95.0
295,2,left,16000,65,105,100.0
295,3,left,16000,65,105,95.0
295,4,left,16000,65,105,105.0
295,0,left,22627,65,105,90.0
295,1,left,22627,65,105,95.0
295,2,left,22627,65,105,95.0
295,3,left,22627,65,105,100.0
295,4,left,22627,65,105,100.0
295,0,left,32000,65,105,90.0
295,1,left,32000,65,105,95.0
295,2,left,32000,65,105,100.0
295,3,left,32000,65,105,95.0
295,4,left,32000,65,105,inf
295,0,right,4000,65,105,inf
295,2,right,4000,65,105,inf
295,1,right,4000,65,105,inf
295,3,right,4000,65,105,105.0
295,4,right,4000,65,105,inf
295,0,right,5656,65,105,inf
295,2,right,5656,65,105,inf
295,1,right,5656,65,105,inf
295,3,right,5656,65,105,100.0
295,4,right,5656,65,105,inf
295,0,right,8000,65,105,100.0
295,2,right,8000,65,105,inf
295,1,right,8000,65,105,105.0
295,3,right,8000,65,105,105.0
295,4,right,8000,65,105,inf
295,0,right,11313,65,105,95.0
295,2,right,11313,65,105,100.0
295,1,right,11313,65,105,100.0
295,3,right,11313,65,105,100.0
295,4,right,11313,65,105,inf
295,0,right,16000,65,105,90.0
295,2,right,16000,65,105,90.0
295,1,right,16000,65,105,95.0
295,3,right,16000,65,105,100.0
295,4,right,16000,65,105,inf
295,0,right,22627,65,105,85.0
295,2,right,22627,65,105,100.0
295,1,right,22627,65,105,100.0
295,3,right,22627,65,105,inf
295,4,right,22627,65,105,inf
295,0,right,32000,65,105,95.0
295,2,right,32000,65,105,100.0
295,1,right,32000,65,105,100.0
295,3,right,32000,65,105,inf
295,4,right,32000,65,105,inf
296,0,left,4000,65,105,inf
296,0,left,5656,65,105,100.0
296,0,left,8000,65,105,inf
296,0,left,11313,65,105,100.0
296,0,left,16000,65,105,inf
296,0,left,22627,65,105,100.0
296,0,left,32000,65,105,95.0
296,0,right,4000,65,105,inf
296,0,right,5656,65,105,inf
296,0,right,8000,65,105,inf
296,0,right,11313,65,105,105.0
296,0,right,16000,65,105,inf
296,0,right,22627,65,105,inf
296,0,right,32000,65,105,95.0
297,0,left,4000,15,80,35.0
297,1,left,4000,15,80,55.0
297,0,left,5656,15,80,25.0
297,1,left,5656,15,80,45.0
297,0,left,8000,15,80,20.0
297,1,left,8000,15,80,30.0
297,0,left,11313,15,80,15.0
297,1,left,11313,15,80,35.0
297,0,left,16000,15,80,25.0
297,1,left,16000,15,80,35.0
297,0,left,22627,15,80,30.0
297,1,left,22627,15,80,40.0
297,0,left,32000,15,80,55.0
297,1,left,32000,15,80,inf
297,0,left,45254,15,80,inf
297,1,left,45254,15,80,inf
298,4,left,4000,15,80,40.0
298,0,left,4000,15,80,50.0
298,1,left,4000,15,80,40.0
298,2,left,4000,15,105,30.0
298,3,left,4000,15,80,35.0
298,4,left,5656,15,80,40.0
298,0,left,5656,15,80,45.0
298,1,left,5656,15,80,40.0
298,2,left,5656,15,105,35.0
298,3,left,5656,15,80,35.0
298,4,left,8000,15,80,40.0
298,0,left,8000,15,80,35.0
298,1,left,8000,15,80,30.0
298,2,left,8000,15,105,35.0
298,3,left,8000,15,80,30.0
298,4,left,11313,15,80,25.0
298,0,left,11313,15,80,30.0
298,1,left,11313,15,80,25.0
298,2,left,11313,15,105,30.0
298,3,left,11313,15,80,25.0
298,4,left,16000,15,80,45.0
298,0,left,16000,15,80,35.0
298,1,left,16000,15,80,35.0
298,2,left,16000,15,105,30.0
298,3,left,16000,15,80,20.0
298,4,left,22627,15,80,30.0
298,0,left,22627,15,80,40.0
298,1,left,22627,15,80,30.0
298,2,left,22627,15,105,35.0
298,3,left,22627,15,80,25.0
298,4,left,32000,15,80,35.0
298,0,left,32000,15,80,35.0
298,1,left,32000,15,80,40.0
298,2,left,32000,15,105,35.0
298,3,left,32000,15,80,35.0
298,0,left,45254,15,80,40.0
298,1,left,45254,15,80,40.0
298,2,left,45254,15,105,45.0
298,3,left,45254,15,80,35.0
298,4,right,4000,15,80,45.0
298,0,right,4000,15,80,60.0
298,1,right,4000,15,80,45.0
298,2,right,4000,15,105,40.0
298,3,right,4000,15,80,35.0
298,4,right,5656,15,80,35.0
298,0,right,5656,15,80,50.0
298,1,right,5656,15,80,45.0
298,2,right,5656,15,105,40.0
298,3,right,5656,15,80,40.0
298,4,right,8000,15,80,40.0
298,0,right,8000,15,80,45.0
298,1,right,8000,15,80,35.0
298,2,right,8000,15,105,30.0
298,3,right,8000,15,80,30.0
298,4,right,11313,15,80,15.0
298,0,right,11313,15,80,40.0
298,1,right,11313,15,80,45.0
298,2,right,11313,15,105,25.0
298,3,right,11313,15,80,25.0
298,4,right,16000,15,80,30.0
298,0,right,16000,15,80,45.0
298,1,right,16000,15,80,55.0
298,2,right,16000,15,105,30.0
298,3,right,16000,15,80,25.0
298,4,right,22627,15,80,30.0
298,0,right,22627,15,80,45.0
298,1,right,22627,15,80,40.0
298,2,right,22627,15,105,25.0
298,3,right,22627,15,80,30.0
298,4,right,32000,15,80,40.0
298,0,right,32000,15,80,50.0
298,1,right,32000,15,80,55.0
298,2,right,32000,15,105,35.0
298,3,right,32000,15,80,30.0
298,0,right,45254,15,80,50.0
298,1,right,45254,15,80,65.0
298,2,right,45254,15,105,55.0
298,3,right,45254,15,80,30.0
299,0,left,4000,15,85,50.0
299,2,left,4000,15,80,55.0
299,1,left,4000,15,80,35.0
299,0,left,5656,15,85,30.0
299,2,left,5656,15,80,45.0
299,1,left,5656,15,80,25.0
299,0,left,8000,15,85,40.0
299,2,left,8000,15,80,30.0
299,1,left,8000,15,80,30.0
299,0,left,11313,15,85,25.0
299,2,left,11313,15,80,20.0
299,1,left,11313,15,80,25.0
299,0,left,16000,15,85,25.0
299,2,left,16000,15,80,30.0
