threshold,id,timepoint,ear,frequency,status,status_message,pth
83.59,254,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse254_timepoint0_left abr_io_ABRpresto_fit 5656.png
82.42,254,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse254_timepoint0_left abr_io_ABRpresto_fit 8000.png
46.02,254,0,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse254_timepoint0_right abr_io_ABRpresto_fit 11313.png
73.19,254,0,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse254_timepoint0_right abr_io_ABRpresto_fit 16000.png
75.58,254,0,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse254_timepoint0_right abr_io_ABRpresto_fit 22627.png
85.85,254,0,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse254_timepoint0_right abr_io_ABRpresto_fit 32000.png
52.28,254,0,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse254_timepoint0_right abr_io_ABRpresto_fit 4000.png
75.88,254,0,right,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse254_timepoint0_right abr_io_ABRpresto_fit 45254.png
50.16,254,0,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse254_timepoint0_right abr_io_ABRpresto_fit 5656.png
41.49,254,0,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse254_timepoint0_right abr_io_ABRpresto_fit 8000.png
25.59,255,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint0_left abr_io_ABRpresto_fit 11313.png
33.24,255,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint0_left abr_io_ABRpresto_fit 16000.png
38.11,255,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint0_left abr_io_ABRpresto_fit 22627.png
49.41,255,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint0_left abr_io_ABRpresto_fit 32000.png
70.34,255,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint0_left abr_io_ABRpresto_fit 4000.png
59.3,255,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint0_left abr_io_ABRpresto_fit 5656.png
44.84,255,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint0_left abr_io_ABRpresto_fit 8000.png
68.27,255,0,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint0_right abr_io_ABRpresto_fit 11313.png
-inf,255,0,right,16000,Success,"all above criterion, threshold is -inf",C:\Data\ABRpresto data\Mouse255_timepoint0_right abr_io_ABRpresto_fit 16000.png
65.8,255,0,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint0_right abr_io_ABRpresto_fit 22627.png
87.89,255,0,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint0_right abr_io_ABRpresto_fit 32000.png
inf,255,0,right,4000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse255_timepoint0_right abr_io_ABRpresto_fit 4000.png
95.78,255,0,right,5656,Success,power law (noisy),C:\Data\ABRpresto data\Mouse255_timepoint0_right abr_io_ABRpresto_fit 5656.png
82.03,255,0,right,8000,Success,power law,C:\Data\ABRpresto data\Mouse255_timepoint0_right abr_io_ABRpresto_fit 8000.png
39.35,255,1,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint1_left abr_io_ABRpresto_fit 11313.png
41.96,255,1,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint1_left abr_io_ABRpresto_fit 16000.png
51.87,255,1,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint1_left abr_io_ABRpresto_fit 22627.png
55.65,255,1,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint1_left abr_io_ABRpresto_fit 32000.png
76.67,255,1,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint1_left abr_io_ABRpresto_fit 4000.png
61.17,255,1,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint1_left abr_io_ABRpresto_fit 5656.png
51.82,255,1,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint1_left abr_io_ABRpresto_fit 8000.png
33.54,255,2,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint2_left abr_io_ABRpresto_fit 11313.png
50.35,255,2,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint2_left abr_io_ABRpresto_fit 16000.png
44.36,255,2,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint2_left abr_io_ABRpresto_fit 22627.png
51.67,255,2,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint2_left abr_io_ABRpresto_fit 32000.png
78.94,255,2,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint2_left abr_io_ABRpresto_fit 4000.png
66.84,255,2,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint2_left abr_io_ABRpresto_fit 5656.png
56.51,255,2,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint2_left abr_io_ABRpresto_fit 8000.png
33.83,255,3,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint3_left abr_io_ABRpresto_fit 11313.png
36.94,255,3,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint3_left abr_io_ABRpresto_fit 16000.png
47.73,255,3,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint3_left abr_io_ABRpresto_fit 22627.png
64.73,255,3,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint3_left abr_io_ABRpresto_fit 32000.png
66.41,255,3,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint3_left abr_io_ABRpresto_fit 4000.png
60.98,255,3,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint3_left abr_io_ABRpresto_fit 5656.png
41.1,255,3,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint3_left abr_io_ABRpresto_fit 8000.png
31.55,255,4,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint4_left abr_io_ABRpresto_fit 11313.png
44.06,255,4,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint4_left abr_io_ABRpresto_fit 16000.png
39.79,255,4,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint4_left abr_io_ABRpresto_fit 22627.png
53.81,255,4,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint4_left abr_io_ABRpresto_fit 32000.png
77.36,255,4,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint4_left abr_io_ABRpresto_fit 4000.png
58.98,255,4,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint4_left abr_io_ABRpresto_fit 5656.png
44.75,255,4,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse255_timepoint4_left abr_io_ABRpresto_fit 8000.png
22.06,256,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint0_left abr_io_ABRpresto_fit 11313.png
33.4,256,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint0_left abr_io_ABRpresto_fit 16000.png
33.91,256,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint0_left abr_io_ABRpresto_fit 22627.png
31.8,256,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint0_left abr_io_ABRpresto_fit 32000.png
46.98,256,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint0_left abr_io_ABRpresto_fit 4000.png
36.94,256,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint0_left abr_io_ABRpresto_fit 5656.png
35.96,256,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint0_left abr_io_ABRpresto_fit 8000.png
27.04,256,0,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint0_right abr_io_ABRpresto_fit 11313.png
32.2,256,0,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint0_right abr_io_ABRpresto_fit 16000.png
33.56,256,0,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint0_right abr_io_ABRpresto_fit 22627.png
35.68,256,0,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint0_right abr_io_ABRpresto_fit 32000.png
46.69,256,0,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint0_right abr_io_ABRpresto_fit 4000.png
32.0,256,0,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint0_right abr_io_ABRpresto_fit 5656.png
34.93,256,0,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint0_right abr_io_ABRpresto_fit 8000.png
22.25,256,1,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint1_left abr_io_ABRpresto_fit 11313.png
28.01,256,1,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint1_left abr_io_ABRpresto_fit 16000.png
28.2,256,1,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint1_left abr_io_ABRpresto_fit 22627.png
43.61,256,1,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint1_left abr_io_ABRpresto_fit 32000.png
49.83,256,1,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint1_left abr_io_ABRpresto_fit 4000.png
30.75,256,1,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint1_left abr_io_ABRpresto_fit 5656.png
30.21,256,1,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint1_left abr_io_ABRpresto_fit 8000.png
24.59,256,1,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint1_right abr_io_ABRpresto_fit 11313.png
27.89,256,1,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint1_right abr_io_ABRpresto_fit 16000.png
18.47,256,1,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint1_right abr_io_ABRpresto_fit 22627.png
27.82,256,1,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint1_right abr_io_ABRpresto_fit 32000.png
45.52,256,1,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint1_right abr_io_ABRpresto_fit 4000.png
34.53,256,1,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint1_right abr_io_ABRpresto_fit 5656.png
34.06,256,1,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse256_timepoint1_right abr_io_ABRpresto_fit 8000.png
35.69,257,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse257_timepoint0_left abr_io_ABRpresto_fit 11313.png
41.24,257,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse257_timepoint0_left abr_io_ABRpresto_fit 16000.png
44.42,257,0,left,22627,Success,power law,C:\Data\ABRpresto data\Mouse257_timepoint0_left abr_io_ABRpresto_fit 22627.png
52.41,257,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse257_timepoint0_left abr_io_ABRpresto_fit 32000.png
64.27,257,0,left,4000,Success,power law,C:\Data\ABRpresto data\Mouse257_timepoint0_left abr_io_ABRpresto_fit 4000.png
60.53,257,0,left,5656,Success,power law,C:\Data\ABRpresto data\Mouse257_timepoint0_left abr_io_ABRpresto_fit 5656.png
50.65,257,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse257_timepoint0_left abr_io_ABRpresto_fit 8000.png
27.48,258,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint0_left abr_io_ABRpresto_fit 11313.png
40.79,258,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint0_left abr_io_ABRpresto_fit 16000.png
30.52,258,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint0_left abr_io_ABRpresto_fit 22627.png
38.43,258,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint0_left abr_io_ABRpresto_fit 32000.png
46.0,258,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint0_left abr_io_ABRpresto_fit 4000.png
50.27,258,0,left,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint0_left abr_io_ABRpresto_fit 45254.png
40.37,258,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint0_left abr_io_ABRpresto_fit 5656.png
30.2,258,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint0_left abr_io_ABRpresto_fit 8000.png
33.05,258,0,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint0_right abr_io_ABRpresto_fit 11313.png
40.29,258,0,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint0_right abr_io_ABRpresto_fit 16000.png
34.08,258,0,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint0_right abr_io_ABRpresto_fit 22627.png
44.62,258,0,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint0_right abr_io_ABRpresto_fit 32000.png
53.62,258,0,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint0_right abr_io_ABRpresto_fit 4000.png
55.31,258,0,right,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint0_right abr_io_ABRpresto_fit 45254.png
48.02,258,0,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint0_right abr_io_ABRpresto_fit 5656.png
33.55,258,0,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint0_right abr_io_ABRpresto_fit 8000.png
21.98,258,1,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint1_left abr_io_ABRpresto_fit 11313.png
32.57,258,1,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint1_left abr_io_ABRpresto_fit 16000.png
27.39,258,1,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint1_left abr_io_ABRpresto_fit 22627.png
35.9,258,1,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint1_left abr_io_ABRpresto_fit 32000.png
44.21,258,1,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint1_left abr_io_ABRpresto_fit 4000.png
45.14,258,1,left,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint1_left abr_io_ABRpresto_fit 45254.png
41.17,258,1,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint1_left abr_io_ABRpresto_fit 5656.png
27.42,258,1,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint1_left abr_io_ABRpresto_fit 8000.png
23.18,258,1,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint1_right abr_io_ABRpresto_fit 11313.png
25.98,258,1,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint1_right abr_io_ABRpresto_fit 16000.png
29.69,258,1,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint1_right abr_io_ABRpresto_fit 22627.png
30.65,258,1,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint1_right abr_io_ABRpresto_fit 32000.png
42.09,258,1,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint1_right abr_io_ABRpresto_fit 4000.png
52.26,258,1,right,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint1_right abr_io_ABRpresto_fit 45254.png
33.69,258,1,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint1_right abr_io_ABRpresto_fit 5656.png
24.29,258,1,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint1_right abr_io_ABRpresto_fit 8000.png
26.3,258,2,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint2_left abr_io_ABRpresto_fit 11313.png
31.87,258,2,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint2_left abr_io_ABRpresto_fit 16000.png
32.46,258,2,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint2_left abr_io_ABRpresto_fit 22627.png
35.98,258,2,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint2_left abr_io_ABRpresto_fit 32000.png
42.32,258,2,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint2_left abr_io_ABRpresto_fit 4000.png
42.04,258,2,left,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint2_left abr_io_ABRpresto_fit 45254.png
41.54,258,2,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint2_left abr_io_ABRpresto_fit 5656.png
31.61,258,2,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint2_left abr_io_ABRpresto_fit 8000.png
26.87,258,2,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint2_right abr_io_ABRpresto_fit 11313.png
38.92,258,2,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint2_right abr_io_ABRpresto_fit 16000.png
28.11,258,2,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint2_right abr_io_ABRpresto_fit 22627.png
35.12,258,2,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint2_right abr_io_ABRpresto_fit 32000.png
50.35,258,2,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint2_right abr_io_ABRpresto_fit 4000.png
34.76,258,2,right,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint2_right abr_io_ABRpresto_fit 45254.png
43.74,258,2,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint2_right abr_io_ABRpresto_fit 5656.png
37.84,258,2,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint2_right abr_io_ABRpresto_fit 8000.png
23.56,258,3,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint3_left abr_io_ABRpresto_fit 11313.png
30.56,258,3,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint3_left abr_io_ABRpresto_fit 16000.png
31.6,258,3,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint3_left abr_io_ABRpresto_fit 22627.png
32.38,258,3,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint3_left abr_io_ABRpresto_fit 32000.png
39.61,258,3,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint3_left abr_io_ABRpresto_fit 4000.png
37.96,258,3,left,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint3_left abr_io_ABRpresto_fit 45254.png
37.54,258,3,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint3_left abr_io_ABRpresto_fit 5656.png
31.47,258,3,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint3_left abr_io_ABRpresto_fit 8000.png
28.33,258,3,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint3_right abr_io_ABRpresto_fit 11313.png
26.31,258,3,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint3_right abr_io_ABRpresto_fit 16000.png
31.7,258,3,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint3_right abr_io_ABRpresto_fit 22627.png
39.41,258,3,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint3_right abr_io_ABRpresto_fit 32000.png
40.92,258,3,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint3_right abr_io_ABRpresto_fit 4000.png
49.03,258,3,right,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint3_right abr_io_ABRpresto_fit 45254.png
39.05,258,3,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint3_right abr_io_ABRpresto_fit 5656.png
33.63,258,3,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint3_right abr_io_ABRpresto_fit 8000.png
25.82,258,4,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint4_left abr_io_ABRpresto_fit 11313.png
26.35,258,4,left,16000,Success,power law,C:\Data\ABRpresto data\Mouse258_timepoint4_left abr_io_ABRpresto_fit 16000.png
24.61,258,4,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint4_left abr_io_ABRpresto_fit 22627.png
29.02,258,4,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint4_left abr_io_ABRpresto_fit 32000.png
52.96,258,4,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint4_left abr_io_ABRpresto_fit 4000.png
35.57,258,4,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint4_left abr_io_ABRpresto_fit 5656.png
39.5,258,4,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint4_left abr_io_ABRpresto_fit 8000.png
33.03,258,4,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint4_right abr_io_ABRpresto_fit 11313.png
33.62,258,4,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint4_right abr_io_ABRpresto_fit 16000.png
35.79,258,4,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint4_right abr_io_ABRpresto_fit 22627.png
40.27,258,4,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint4_right abr_io_ABRpresto_fit 32000.png
47.3,258,4,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint4_right abr_io_ABRpresto_fit 4000.png
36.32,258,4,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint4_right abr_io_ABRpresto_fit 5656.png
42.55,258,4,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse258_timepoint4_right abr_io_ABRpresto_fit 8000.png
23.88,259,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse259_timepoint0_left abr_io_ABRpresto_fit 11313.png
34.73,259,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse259_timepoint0_left abr_io_ABRpresto_fit 16000.png
42.22,259,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse259_timepoint0_left abr_io_ABRpresto_fit 22627.png
inf,259,0,left,32000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse259_timepoint0_left abr_io_ABRpresto_fit 32000.png
50.85,259,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse259_timepoint0_left abr_io_ABRpresto_fit 4000.png
inf,259,0,left,45254,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse259_timepoint0_left abr_io_ABRpresto_fit 45254.png
42.72,259,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse259_timepoint0_left abr_io_ABRpresto_fit 5656.png
30.02,259,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse259_timepoint0_left abr_io_ABRpresto_fit 8000.png
62.05,25,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse25_timepoint0_left abr_io_ABRpresto_fit 11313.png
82.25,25,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse25_timepoint0_left abr_io_ABRpresto_fit 16000.png
94.3,25,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse25_timepoint0_left abr_io_ABRpresto_fit 22627.png
96.46,25,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse25_timepoint0_left abr_io_ABRpresto_fit 32000.png
55.71,25,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse25_timepoint0_left abr_io_ABRpresto_fit 4000.png
